channel,watch_time_min,stream_time_min,peak_viewers,avg_viewers,followers,followers_gained,views_gained,partnered,mature,language,avg_to_peak_ratio,watch_per_follower,views_per_follower,follower_growth_rate,viewers_per_stream_hr,stickiness,avg_to_peak_ratio_scaled,watch_per_follower_scaled,views_per_follower_scaled,follower_growth_rate_scaled,viewers_per_stream_hr_scaled,stickiness_scaled,engagement_efficiency_score
resttpowered,304222200,148335,9248,2072,252184,37681,8585834,True,False,Slovak,0.22404844290657439,1206.3501253053325,34.0459109221838,0.14941867842527679,0.8381029426635656,0.9898229419920187,0.4733249598860879,0.20444243583080166,0.05208366559618033,0.13601696036357994,0.008144567662341713,0.17408342213365804,0.17468266857877493
Felps,303435945,96930,15553,3109,844681,284169,6099521,True,False,Portuguese,0.19989712595640713,359.2314080700288,7.221094117187436,0.3364216787165806,1.9244815846487155,1.0069040581556585,0.41861394514702455,0.04579228004132368,0.007358147297176438,0.32753757005165923,0.019444892924570103,0.19508032070976486,0.16897119269525315
Doublelift,301917225,20370,52584,13364,1389835,166536,7617972,True,False,English,0.2541457477559714,217.23242327326625,5.481206042443887,0.11982429568977612,39.36377025036819,1.1090736703226174,0.541505676184875,0.019198414740509585,0.004457199399158844,0.10570763796759573,0.4088819852591541,0.3206719368359017,0.23340380839786581
쉐리 (kss7749),301790445,115380,12295,2403,170718,19597,7546887,True,False,Korean,0.19544530296868645,1767.7716760974238,44.20674445576916,0.1147916447006174,1.249609984399376,1.0884818205878464,0.4085290394833108,0.30958663189747265,0.06902501320884545,0.10055340844031783,0.012424993693927498,0.29535948206226204,0.1992464281310227
Kiwo,299469345,234330,10836,1243,296481,38195,4900030,True,True,English,0.11471022517534145,1010.0793811407814,16.527298545269343,0.1288278169596028,0.3182691076686724,1.0281425940457962,0.22563640301859259,0.1676844425235029,0.022874555832906783,0.11492866586688437,0.002737344811366194,0.221187712037007,0.12584152068170995
adolfz,299235990,62520,15928,4926,294217,154653,2743587,True,True,Portuguese,0.30926670015067803,1017.0588035361654,9.325045799528919,0.5256426379169117,4.727447216890595,0.9716289569311024,0.6663735351558999,0.16899156327035883,0.010866105250919368,0.5213297199923458,0.04860086315360729,0.1517185336006444,0.2613133867372959
LigaPro1,298828170,232620,11533,1149,30986,29434,60922719,False,False,Other,0.09962715685424434,9643.973730071646,1966.1369328083651,0.9499128638740076,0.29636316739747226,1.1180325693939825,0.19146808106213178,1.0,1.0,0.955849445457846,0.0025094829585345065,0.33168463023093026,0.5802519399515736
knekro,298811910,102210,13731,2912,260728,97206,10900480,True,False,Spanish,0.21207486708906853,1146.0675876775797,41.80786106593845,0.37282531987358475,1.7094217786909305,1.0039524516428684,0.4462007047416363,0.19315259676640106,0.06502531010820521,0.36482064860331237,0.01720787751922866,0.1914520693711577,0.21297653451832355
Savjz,298693050,86205,12708,3401,542892,13967,4072337,True,False,English,0.26762669184765503,550.1887115669415,7.501191765581368,0.025727032264244085,2.3671480772576996,1.0187931808713258,0.5720446373694115,0.08155516112580417,0.007825159340159612,0.009337177423301687,0.024049434247317973,0.20969498063176364,0.15075109168962642
BobbyPoffGaming,298668465,224295,6453,1254,125803,81131,2208405,True,False,English,0.19432821943282194,2374.096523930272,17.554470084179233,0.6449051294484234,0.3354510800508259,1.0618721755599763,0.40599846220996566,0.4231404108549895,0.02458717813313339,0.6434733490007232,0.0029160687562793286,0.26264967478481205,0.2937941906233172
The_Happy_Hob,295999245,106125,8560,2834,216106,38712,4158704,True,True,English,0.33107476635514016,1369.6947100034242,19.24381553496895,0.17913431371641694,1.60226148409894,0.9841766435334691,0.7157762834202978,0.2350339494905353,0.027403855369809292,0.16645046452855256,0.016093214419931227,0.16714273073335256,0.22131674966041312
Smurfdomuca,294868035,107055,18282,2843,267948,251923,5976634,True,False,Portuguese,0.15550815009298763,1100.467385462851,22.30520100915103,0.9401936196575454,1.5933865769931344,0.9688217500503068,0.3180576931742453,0.18461249602466656,0.03250816057499274,0.9458954042117454,0.016000899150565837,0.14826778497312296,0.2742237396848898
Timmac,294663825,191970,13500,1460,393639,32867,4232938,True,False,English,0.10814814814814815,748.5635950706104,10.753350150772663,0.0834952837498317,0.45632130020315675,1.0513337379342234,0.21077104831787696,0.11870722202618281,0.013247543784590936,0.06850099152200272,0.004173340161894059,0.24969533949087014,0.11084924755056962
Nikolarn,293952480,129510,30044,2279,526389,214216,3964166,True,False,English,0.07585541206230861,558.4320341040561,7.5308678562811915,0.4069537927274316,1.055825804957146,0.9959315716927973,0.13761692742241932,0.08309898772074044,0.007874638840701465,0.399773595446464,0.010409283725283653,0.1815924324955963,0.13672764427520087
소우릎 (so_urf),293688270,167895,9665,1756,95477,44040,8120712,True,False,Korean,0.18168649767201242,3076.0106622537364,85.05411774563507,0.4612629219602627,0.6275350665594568,0.9961490534577928,0.37736062738671816,0.5545963510085615,0.13713060195612292,0.45539472198506425,0.005954276544868175,0.18185977114712326,0.28538272500474304
RiffTrax,293583075,521445,24765,562,79099,17200,3313465,True,False,English,0.02269331718150616,3711.5902223795497,41.89009974841654,0.21744901958305415,0.064666455714409,1.001811913370077,0.01718655244185635,0.6736290133485666,0.06516242820018692,0.20569077519825804,9.94132986385629e-05,0.18882082065289477,0.19176483385673357
pimpimenta,293014110,164940,20855,1744,828298,254312,12258152,True,False,Portuguese,0.08362502996883242,353.75445793663636,14.799205116998955,0.3070295956286264,0.6344125136413241,1.01862906361279,0.1552177762986033,0.04476654542557849,0.01999327336934492,0.29743543444827963,0.00602581457589652,0.20949324010151651,0.1221553473698699
FACEIT TV (faceittv),292881510,35910,145470,9722,1681615,23166,17259602,True,False,English,0.06683164913727917,174.1668039355025,10.263706020700338,0.0137760426732635,16.24394319131161,0.8389207435375107,0.1171750100142806,0.011132995953158257,0.012431150977186167,0.0,0.16839348918894154,0.0,0.05152210768892776
crokeyz,292698660,163095,5916,1796,68907,36715,3476636,True,False,English,0.3035835023664638,4247.734772954852,50.45403224636104,0.532819597428418,0.6607192127287778,0.999249074708873,0.6534991433213377,0.7740392802259828,0.0794412328769409,0.5286800601430875,0.006299452371021598,0.1856704607513111,0.3712716049482803
Letshe,291144945,80745,28808,3073,884661,687813,11561585,True,False,English,0.10667175784504304,329.1034023202108,13.068943923152485,0.7774876478108563,2.283485045513654,1.1733593947367418,0.20742651800508033,0.040149844443353976,0.017108376549731873,0.7792587894011409,0.023179185666763885,0.399694924706461,0.24446960646208862
SaltyBet,290991045,508140,3467,571,224099,69465,4509671,True,False,English,0.1646957023363138,1298.4932775246655,20.123565923988952,0.3099746094360082,0.06742236391545638,1.0029057762739932,0.3388706495541272,0.22169919708173996,0.028870679632159564,0.30045159375615677,0.0001280797854978505,0.1901654475630839,0.18003094122879423
소니쇼 (sonycast_),290499225,100605,7998,2840,255949,54706,10802748,True,False,Korean,0.35508877219304824,1134.988708688059,42.20664272960629,0.2137378930958902,1.6937527955867004,1.0167333582529918,0.7701762414040649,0.1910777212596992,0.06569020622754651,0.20188999549769687,0.017044891430619068,0.2071629513318287,0.2421736678585759
HGmony,290461620,111360,21999,2465,34358,32326,90310969,False,False,Russian,0.11205054775217055,8453.973455963676,2628.5281157226846,0.9408580243320332,1.328125,1.0581387266559419,0.21961132161203809,1.0,1.0,0.946575859542084,0.013241693488977515,0.25806034659184796,0.5729148702058245
jakenbakeLIVE,289531305,120435,23432,2375,489623,116554,7920696,True,False,English,0.10135711847046773,591.3351803326233,16.17713220171438,0.2380484576909173,1.1832108606302154,1.0122299821043454,0.19538703735252805,0.08926115740123419,0.022290716945200167,0.2267878535312481,0.011734321338341248,0.20162719293423242,0.12451471325046404
Syndicate,289369785,58695,22845,4281,3000509,282047,13227099,True,False,English,0.18739330269205515,96.44023230725188,4.408285060967989,0.09399971804783788,4.376181957577306,1.151613763810436,0.3902884977057053,0.0,0.0026682981984823316,0.07925919143349403,0.04494706186356368,0.3729641886902147,0.14835453964857667
RakanooLive,289110855,104535,22607,2726,1234662,471456,3836302,True,False,Arabic,0.12058212058212059,234.16194472657295,3.107167791670919,0.38185025537353545,1.5646434208638256,1.0145578674745206,0.23893825967549456,0.022369010740057503,0.000498921063117997,0.3740636080566561,0.015701917745030578,0.20448873737583143,0.14267674244269804
공혁준 (rhdgurwns),289103100,76590,40001,3828,289455,67061,12487303,True,False,Korean,0.09569760755981101,998.7842669845054,43.14074035687758,0.23168022663280993,2.99882491186839,0.9860722791757275,0.18256630440915597,0.16556907004489507,0.06724764465574844,0.22026577905659595,0.03062002889622605,0.1694729338030137,0.13929029347760588
limit_maximum,288857850,85905,124818,1886,162040,70116,5965543,True,True,English,0.015110000160233299,1782.6329918538631,36.81524932115527,0.43270797333991606,1.3172690763052208,1.7828879259025128,7.73895611903034e-06,0.3123698900312211,0.05670103525576594,0.42614994430309416,0.013128772023079795,1.0,0.3013928967615467
ElRichMC,288441015,31155,95938,9062,688715,431071,8120275,True,False,Spanish,0.09445683670703996,418.8104150483146,11.790472111105464,0.6259062166498479,17.4520943668753,1.0216572040446348,0.17975553294879107,0.0569503604220006,0.014976756608386387,0.624015461389692,0.18096047156707992,0.21321557047574577,0.2116456922352826
guit88man,287764245,140685,7681,1989,144898,25130,8666012,True,True,Russian,0.2589506574664757,1985.9780328230893,59.80767160347279,0.17343234551201536,0.8482780680243096,1.0283814953885135,0.5523904443543993,0.3504527723621335,0.09503673055619677,0.16061074845326015,0.008250407580135243,0.2214813806248601,0.23137041398849753
RaizQT,286839210,121965,15185,2164,167584,31194,5190502,True,False,English,0.14250905498847546,1711.614533607027,30.972539144548406,0.18613948825663548,1.064567703849465,1.086791019786668,0.2886102851788595,0.29906940541725713,0.0469593754032769,0.17362486973501517,0.010500215465907901,0.2932810714598966,0.18534087044336886
ReventXz,286819950,84330,47282,3073,362062,219868,8050871,True,False,Spanish,0.06499302059980543,792.1846258375638,22.23616673387431,0.6072661588346747,2.186410530060477,1.1067886457403235,0.11300988588374362,0.12687665942152307,0.032393058437871255,0.6049250979633196,0.022169433121104844,0.3178630788585486,0.20287286894768516
PatoPapao,286740930,100470,11694,2795,656860,116753,8955254,True,False,Portuguese,0.23901145886779546,436.5327923758487,13.633428736717109,0.17774411594555917,1.6691549716333234,1.021107520948501,0.5072213220796841,0.060269444119205935,0.018049552627172664,0.16502668242747964,0.01678902906304871,0.21253987457227255,0.16331598414814394
Replays,285932205,140220,16193,1983,871405,449727,5185473,True,False,English,0.12246032236151423,328.1277993585072,5.950703748544018,0.5160941238574486,0.8485237483953787,1.0283250051626243,0.24319303076923524,0.039967131490949735,0.0052400016974250745,0.5115505333940834,0.008252963105434004,0.2214119402245856,0.17160260011361883
cdewx,284645955,139140,23448,1904,380159,50596,8015709,True,False,English,0.08120095530535654,748.7550077730634,21.085148582566767,0.13309168006018535,0.8210435532557137,1.0744496618181554,0.14972641593445968,0.11874307019533124,0.030473944366635454,0.11929553516512016,0.0079671188046106,0.2781105030337015,0.11738609791664312
亞洲統神 (asiagodtonegg3be0),284354865,63645,18594,4426,494643,22853,11106574,True,False,Chinese,0.23803377433580725,574.8688751281227,22.453717125280253,0.04620099748707654,4.1725194437897715,1.0094503490451672,0.505006531352117,0.08617731350448145,0.032755784270540114,0.030305751703399754,0.04282859914662666,0.19821033932447846,0.1492140532169406
BotezLive,283479405,115845,36278,1985,330772,280964,12851602,True,False,English,0.054716357020783944,857.0235842211554,38.853355181212436,0.8494189350972876,1.0280978894212094,1.2327746849265386,0.08972971885598464,0.1390198344446845,0.06009920723964004,0.8529277892315482,0.010120862679167428,0.4727309494037651,0.270771393642465
Conterstine,283398825,92805,18090,2557,386804,375789,5308302,True,False,Spanish,0.14134881149806522,732.6677723084559,13.723493035232314,0.9715230452632341,1.6531436883788588,1.1942519035364942,0.2859819358082759,0.11573021926811809,0.018199718515000032,0.9779816845592905,0.01662248242668397,0.42537696351857474,0.3066488340159906
BeyondTheSummit_PT,282753480,339000,49496,807,203549,60955,9694977,True,False,Portuguese,0.016304347826086956,1389.1175097887979,47.62969604370446,0.2994610634294445,0.14283185840707965,1.033557697579805,0.002713345978912578,0.23867149184336403,0.07473216435159956,0.28968406201589525,0.000912476479875437,0.2278442079353683,0.13909295810083586
AlphaCast,281533785,84165,28898,3046,411993,152951,8864009,True,True,French,0.10540521835421136,683.3460398599005,21.51495049673174,0.37124659884998046,2.171448939582962,1.0981687785448173,0.20455737174305763,0.10649314260157014,0.031190561129265194,0.36320378891391125,0.02201380520989404,0.307267139137184,0.17245430145581372
DownToQuest,281365035,513540,20723,543,82299,53724,3524088,True,True,English,0.026202769869227427,3418.8147486603725,42.820544599569864,0.652790434877702,0.06344199088678584,1.009011278447057,0.02513666622323481,0.6187974135127392,0.06671377628651275,0.6515491472555087,8.667662443534411e-05,0.19767061342319964,0.2599923822209384
똘똘똘이_ (jungtaejune),280810635,165945,6787,1649,124835,15713,8660860,True,False,Korean,0.242964490938559,2249.4543597548764,69.37845956662795,0.12587014859614692,0.5962216396999006,1.026192235910906,0.5161762952736422,0.3997971670309111,0.11099428416387891,0.11189954629478222,0.005628559621769074,0.2187902415466096,0.22721434898859885
PENTA,280798065,116745,7172,2322,152821,40474,2786097,True,True,English,0.3237590630228667,1837.4311449342695,18.23111352497366,0.2648457999882215,1.1933701657458564,1.0358422135835041,0.699203706708871,0.32263260214736394,0.025715358385515037,0.254232564722005,0.01183999669664467,0.2306524407443735,0.2573794449007955
thedarkness,280707810,155595,7440,1914,536792,138160,7628946,True,False,Portuguese,0.25725806451612904,522.9359044099018,14.212108228140508,0.25738088496102773,0.7380699893955461,0.9425771895346421,0.5485561409064869,0.07645119870212423,0.019014395756244654,0.2465873126402161,0.007104041951338859,0.11600675647576246,0.16895330773869555
uhSnow,280296045,88500,8375,3150,134611,43869,3334788,True,True,English,0.3761194029850746,2082.2670138398794,24.773517766007235,0.3258946148531695,2.135593220338983,1.0054561743341404,0.817817831865093,0.3684859730556327,0.03662363122588448,0.31675619389082127,0.021640840136475707,0.1933005149020439,0.2924374975126585
